"id","userName","text","profileUrl","avatarUrl","date"
"68988264272","alexismiguel150","Sócrates: si el buk es tu poder que eres sin el","https://www.instagram.com/alexismiguel150/","https://instagram.frix7-1.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-webp&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.frix7-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2gHRPFpAwtPozS3AwXqty4gI_HDF4QA7JQuZbgStSjzQaGjGuof3Z5LQZzwO5EGFyRmqedwyUbxwbi0OLT3eTa2x&_nc_ohc=xpiLrADWZlUQ7kNvwGSM9Q3&_nc_gid=3GEJEv_1mSwyUK45UDIvWA&edm=AFWKPyYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_Af1FxmInnk7n2sQDnu36l61yzUT1VLjH34AGFNVtRoFnRQ&oe=69DCA6EA&_nc_sid=b9d206","2026/03/26 01:53:12"
"77730695313","chirou_priv","@alexismiguel150 XD","https://www.instagram.com/chirou_priv/","https://scontent-mad1-1.cdninstagram.com/v/t51.82787-19/575244930_17849470188591314_1254012474515276946_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MzYuYzIifQ&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gFNSZaBgKsuLUXfmoBgBMTr_5j-BXtx9P89lKYSs3xnwCHW_5OnRRklMLFDcjipoPw&_nc_ohc=_ZEEFoBbs9QQ7kNvwF65m4w&_nc_gid=lg4JfL_b3CGnRPHk2uw7nA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af196M7m2hPF_sm_4e2s74gITJi4pXcPCBSR50D1zAOxFA&oe=69DCA8DA&_nc_sid=0985b0","2026/03/26 03:16:55"
"73808127826","jose_.fs","Los q asen asmr 💀","https://www.instagram.com/jose_.fs/","https://scontent-mad1-1.cdninstagram.com/v/t51.82787-19/653996636_17886239607463827_1960513517931905107_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gFNSZaBgKsuLUXfmoBgBMTr_5j-BXtx9P89lKYSs3xnwCHW_5OnRRklMLFDcjipoPw&_nc_ohc=hnxmvjC-m54Q7kNvwGHgTtQ&_nc_gid=lg4JfL_b3CGnRPHk2uw7nA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af1JynoTXbiAEi84ITLiTZx1W696rYyd6xQKcOf8FHHVuw&oe=69DC81E6&_nc_sid=0985b0","2026/03/26 04:55:20"
"63148104387","x__eduard__x","Me trague tremenda publicidad","https://www.instagram.com/x__eduard__x/","https://scontent-mad2-1.cdninstagram.com/v/t51.82787-19/652086853_17953179879104388_7411378382455377669_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gFNSZaBgKsuLUXfmoBgBMTr_5j-BXtx9P89lKYSs3xnwCHW_5OnRRklMLFDcjipoPw&_nc_ohc=nJ0iRFxk-IMQ7kNvwG6oggz&_nc_gid=lg4JfL_b3CGnRPHk2uw7nA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af0INLH-nYdWqmVOOtTQHQPURXpZ70uYXebBklcHNh-ruA&oe=69DC9D40&_nc_sid=0985b0","2026/03/26 05:14:47"
"42080745183","karol_aqk","Yo viendo esto luego de haberle pasado todas las respuestas a mi amiga en el examen susurrando","https://www.instagram.com/karol_aqk/","https://instagram.frix7-1.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-webp&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.frix7-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2gHRPFpAwtPozS3AwXqty4gI_HDF4QA7JQuZbgStSjzQaGjGuof3Z5LQZzwO5EGFyRmqedwyUbxwbi0OLT3eTa2x&_nc_ohc=xpiLrADWZlUQ7kNvwGSM9Q3&_nc_gid=3GEJEv_1mSwyUK45UDIvWA&edm=AFWKPyYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_Af1FxmInnk7n2sQDnu36l61yzUT1VLjH34AGFNVtRoFnRQ&oe=69DCA6EA&_nc_sid=b9d206","2026/03/26 15:38:11"
"51661899959","buk_peruoficial","@jose_.fs ¡Necesitan un Buk al instante!","https://www.instagram.com/buk_peruoficial/","https://scontent-mad2-1.cdninstagram.com/v/t51.2885-19/272721537_643175587097844_1161262665056141709_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDAwLmMyIn0&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gFNSZaBgKsuLUXfmoBgBMTr_5j-BXtx9P89lKYSs3xnwCHW_5OnRRklMLFDcjipoPw&_nc_ohc=7F5Xoow9tesQ7kNvwEJySTD&_nc_gid=lg4JfL_b3CGnRPHk2uw7nA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af2nGLka841TrMAK178Ltj4eS-EbcHnAl7lvHz8Z8ZLCAA&oe=69DCB282&_nc_sid=0985b0","2026/03/26 18:20:40"
"51661899959","buk_peruoficial","@x__eduard__x Efectos de Buk.","https://www.instagram.com/buk_peruoficial/","https://scontent-mad2-1.cdninstagram.com/v/t51.2885-19/272721537_643175587097844_1161262665056141709_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDAwLmMyIn0&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gFNSZaBgKsuLUXfmoBgBMTr_5j-BXtx9P89lKYSs3xnwCHW_5OnRRklMLFDcjipoPw&_nc_ohc=7F5Xoow9tesQ7kNvwEJySTD&_nc_gid=lg4JfL_b3CGnRPHk2uw7nA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af2nGLka841TrMAK178Ltj4eS-EbcHnAl7lvHz8Z8ZLCAA&oe=69DCB282&_nc_sid=0985b0","2026/03/26 18:20:50"
"51661899959","buk_peruoficial","@karol_aqk jaja ¿Y ya usaste tu Buk?","https://www.instagram.com/buk_peruoficial/","https://scontent-mad2-1.cdninstagram.com/v/t51.2885-19/272721537_643175587097844_1161262665056141709_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDAwLmMyIn0&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gFNSZaBgKsuLUXfmoBgBMTr_5j-BXtx9P89lKYSs3xnwCHW_5OnRRklMLFDcjipoPw&_nc_ohc=7F5Xoow9tesQ7kNvwEJySTD&_nc_gid=lg4JfL_b3CGnRPHk2uw7nA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af2nGLka841TrMAK178Ltj4eS-EbcHnAl7lvHz8Z8ZLCAA&oe=69DCB282&_nc_sid=0985b0","2026/03/26 18:21:18"
"79925626149","valentin26725","Pipipi por el susurrador del gato con botas😢","https://www.instagram.com/valentin26725/","https://scontent-mad1-1.cdninstagram.com/v/t51.82787-19/588885604_17842076766666150_6401337595569295046_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby41NTQuYzIifQ&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gFNSZaBgKsuLUXfmoBgBMTr_5j-BXtx9P89lKYSs3xnwCHW_5OnRRklMLFDcjipoPw&_nc_ohc=ZzMLjaLHPogQ7kNvwETatEA&_nc_gid=lg4JfL_b3CGnRPHk2uw7nA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af0QMr3HKgcoh90zNTTZrLS0lxMATZHtHA88kZSEgVY53Q&oe=69DCB2CE&_nc_sid=0985b0","2026/03/27 03:02:02"
"68654637767","josephtorres_skill2.0","Ya subieron al presupuesto al buk!jaja de tanto comprar mis buk para clases","https://www.instagram.com/josephtorres_skill2.0/","https://scontent-mad2-1.cdninstagram.com/v/t51.82787-19/616036633_17909845917293768_7742964865874102681_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gFNSZaBgKsuLUXfmoBgBMTr_5j-BXtx9P89lKYSs3xnwCHW_5OnRRklMLFDcjipoPw&_nc_ohc=j0xUpLmcMaQQ7kNvwFwdw9Z&_nc_gid=lg4JfL_b3CGnRPHk2uw7nA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Af0JPr5-2ZrLOtSwddMudHXY-RP1xJ-fdHPWFb9qiYycOg&oe=69DC9FB4&_nc_sid=0985b0","2026/03/27 05:10:23"
